SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,BYLINE,LANGUAGE,COUNTRY,DATELINE,SP,STATE,JOURNAL-CODE,PUBLICATION-TYPE,LENGTH,LOAD-DATE,SECTION,SUBJECT,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AE NoticiÌÁrio,31 MarÌ¤o 2014,Time do Botafogo faz novo protesto por atrasos salariais,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,194 palavras,31-Mar-14,ESPORTES,,"O elenco do Botafogo voltou a treinar na tarde desta segunda-feira em preparaÌ¤Ì£o para o jogo contra o UniÌ_n EspaÌ±ola, nesta quarta, pela Copa Libertadores da AmÌ©rica. Mas os trabalhos da equipe foram realizados em clima de protesto: antes do treino, os jogadores se sentaram no gramado do campo anexo do EngenhÌ£o por cerca de 10 minutos, repetindo o que jÌÁ haviam feito no sÌÁbado. A reclamaÌ¤Ì£o dos jogadores Ì© em virtude de salÌÁrios atrasados. No domingo, o elenco sequer treinou. O protesto no gramado deverÌÁ acontecer novamente no treinamento desta terÌ¤a-feira, o Ì¼ltimo antes do jogo desta quarta, ÌÊs 19h45, no MaracanÌ£. O presidente do clube, MaurÌ_cio AssumpÌ¤Ì£o, reconhece a pendÌ»ncia com os atletas, mas alega que nÌ£o tem como pagar o grupo pelo fato de que toda a receita do clube estar bloqueada em funÌ¤Ì£o de dÌ_vidas trabalhistas e fiscais. Devendo salÌÁrios aos seus jogadores, o Botafogo ocupa atualmente a lideranÌ¤a do Grupo 2 da Copa Libertadores. O time tem sete pontos, logo ÌÊ frente da UniÌ_n EspaÌ±ola, vice-lÌ_der, com seis. Independiente del Valle e San Lorenzo, com um jogo a mais do que botafoguenses e o time chileno, tÌ»m cinco pontos cada um nesta chave.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AE NoticiÌÁrio,1 Abril 2014,Time do Botafogo faz novo protesto por atraso salarial,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,219 palavras,1-Apr-14,ESPORTES,,"A vÌ©spera do jogo entre Botafogo e UniÌ_n EspaÌ±ola, quarta-feira, no MaracanÌ£, pela quinta rodada do Grupo 5 da Copa Libertadores, foi marcado por mais um protesto dos jogadores do time carioca. Em um ato simbÌ_lico, eles voltaram a ficar sentados no gramado por alguns minutos antes do comeÌ¤o das atividades no campo anexo do EngenhÌ£o, em protesto contra os atrasos salariais. O lateral-direito Lucas defendeu o comportamento dos jogadores, que protestaram pelo terceiro dia seguido, e garantiu que a pendÌ»ncia nÌ£o vai interferir no comportamento do Botafogo em campo. ""A gente sÌ_ faz isso para cobrar o que Ì© direito nosso. Vamos nos entregar ao mÌÁximo no jogo, quanto a isso o torcedor pode ficar tranquilo"", disse. Apesar dos problemas financeiros, o Botafogo ocupa atualmente a lideranÌ¤a do Grupo 2 da Copa Libertadores. O time tem sete pontos, logo ÌÊ frente da UniÌ_n EspaÌ±ola, vice-lÌ_der, com seis. Para o duelo com o time chileno, o time terÌÁ trÌ»s alteraÌ¤Ìµes, jÌÁ confirmadas pelo tÌ©cnico Eduardo HÌ¼ngaro. O lateral-direito Lucas, o volante Bolatti e o atacante Henrique vÌ£o entrar nas vagas dos suspensos EdÌ_lson, Gabriel e Ferreyra. Assim, o Botafogo iniciarÌÁ o jogo com a seguinte escalaÌ¤Ì£o: Jefferson, Lucas, BolÌ_var, DÌ_ria e Julio Cesar; Marcelo Mattos, Bolatti, Jorge Wagner e Lodeiro; Wallyson e Henrique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AE NoticiÌÁrio,3 Abril 2014,Cabral renuncia e PezÌ£o toma posse amanhÌ£ no Rio,,Luciana Nunes Leal,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,791 palavras,3-Apr-14,POLÌTICA,,"O presidente da Assembleia Legislativa, Paulo Melo (PMDB), leu, ÌÊs 16h35 desta quinta-feira, 03, a carta de renÌ¼ncia do governador SÌ©rgio Cabral (PMDB) e declarou vago o cargo atÌ© as 9h desta sexta-feira, 04, quando o vice, Luiz Fernando PezÌ£o, tomarÌÁ posse na sede do Legislativo. Cabral transmite o governo a PezÌ£o em outra solenidade, ÌÊs 10h30, no PalÌÁcio Guanabara. Com a renÌ¼ncia, o ex-governador pode disputar um cargo eletivo em outubro. O PMDB quer lanÌ¤ÌÁ-lo ao Senado, mas a decisÌ£o final ainda depende de acordos firmados com outros partidos em torno da candidatura de PezÌ£o, que tentarÌÁ a reeleiÌ¤Ì£o. Com popularidade em baixa, Cabral analisa tambÌ©m a possibilidade de ser candidato a deputado. Manifestantes estÌ£o convocando para as 17 horas de amanhÌ£, no Largo do Machado (zona sul), o ato pÌ¼blico ""Cabral, vÌÁ em Paes! PezÌ£o, bem-vindo ÌÊ revoluÌ¤Ì£o"". O nome do protesto faz um trocadilho com o prefeito do Rio, Eduardo Paes, aliado de Cabral e PezÌ£o. No Ì¼ltimo dia de governo, Cabral faltou ao Ì¼nico compromisso que estava em sua agenda, ÌÊs 9 horas, e frustrou cerca de cem pessoas que o aguardavam para a solenidade de inÌ_cio das obras de construÌ¤Ì£o do edifÌ_cio-sede do Centro UniversitÌÁrio Estadual da Zona Oeste (Uezo), no bairro de Campo Grande. Segundo a assessoria de imprensa informou que ""o governador se estendeu em uma reuniÌ£o interna"". ÌÛs 7 horas, o governador cumpriu agenda secreta: visitou as obras do novo Museu da Imagem e do Som (MIS), em Copacabana, coberta apenas pela TV Globo. ""Trata-se de um projeto da FundaÌ¤Ì£o Roberto Marinho, que chamou a TV Globo"", informou a assessoria de imprensa do PalÌÁcio Guanabara. Em Campo Grande, depois de uma hora de espera pelo governador, a cerimÌ«nia comeÌ¤ou ÌÊs 10 horas, em um terreno que se tornou um grande lamaÌ¤al por causa da forte chuva que atingiu a regiÌ£o nesta manhÌ£. Um grupo de alunos da Uezo chegou no fim da solenidade e fez uma rÌÁpida manifestaÌ¤Ì£o por melhores condiÌ¤Ìµes de trabalho para os professores e por melhorias no campus universitÌÁrio. Os estudantes foram surpreendidos pela ausÌ»ncia de Cabral e vaiaram quando o nome do governador foi citado por uma autoridade. O DiÌÁrio Oficial do Estado do Rio desta quinta publicou decretos nos quais Cabral exonera auxiliares que eram secretÌÁrios estaduais. Muitos serÌ£o candidatos nas eleiÌ¤Ìµes de 2014 e, por lei, precisam deixar seus postos seis meses antes da disputa, para nÌ£o se tornarem inelegÌ_veis. HÌÁ ainda na lista parceiros muito prÌ_ximos de Cabral, como o ex-secretÌÁrio da Casa Civil RÌ©gis Fichtner e o ex-secretÌÁrio de Governo Wilson Carlos Carvalho. Popularidade Cabral deixa o cargo em meio a uma crise de popularidade que o acompanha desde as manifestaÌ¤Ìµes de junho de 2013. Mesmo apÌ_s os protestos perderem forÌ¤a no PaÌ_s, Cabral continuou a ser fustigado pelo movimento ""Fora, Cabral"", promotor de atos que terminaram em confronto com a PolÌ_cia Militar perto do PalÌÁcio Guanabara, sede do governo estadual, e em outros pontos da cidade, e um acampamento perto da residÌ»ncia do chefe do Executivo estadual, no Leblon, zona sul, conhecido como ""Ocupa Cabral"". O governador vÌ» motivaÌ¤Ì£o eleitoral nessas iniciativas. TambÌ©m contribuiu para perenizar a impopularidade de Cabral a atuaÌ¤Ì£o da PM nas manifestaÌ¤Ìµes, acusada de abusar da forÌ¤a e de cometer arbitrariedades para conter ativistas. HÌÁ ainda a crise do programa das Unidades de PolÌ_cia Pacificadora (UPPs), instaladas em comunidades pobres antes dominadas por traficantes. Aparentemente por ordem que partiu de presÌ_dios, criminosos que atuam nessas regiÌµes atacaram policiais das UPPs. Houve tambÌ©m manifestaÌ¤Ìµes de moradores, em protesto contra aÌ¤Ìµes policiais que acusam de serem arbitrÌÁrias e violentas. O peemedebista deixa o governo pouco antes da intervenÌ¤Ì£o das ForÌ¤as Armadas no Complexo da MarÌ©, a seu pedido. Em 2007, o governador tomara posse havia menos de um mÌ»s quando, em 19 de janeiro, 500 homens da ForÌ¤a Nacional de SeguranÌ¤a chegaram ao Rio, por determinaÌ¤Ì£o do entÌ£o presidente Luiz InÌÁcio Lula da Silva, para enfrentar aÌ¤Ìµes do crime organizado. A intervenÌ¤Ì£o aconteceu a pedido de Cabral, que se aproximara de Lula no segundo turno da eleiÌ¤Ì£o de 2006. Nesta sexta-feira, 04, ÌÊs 9 horas, o vice-governador Luiz Fernando PezÌ£o (PMDB) toma posse na Assembleia. Em seguida, haverÌÁ solenidade em que Cabral transmitirÌÁ o cargo a PezÌ£o no PalÌÁcio Guanabara. O novo governador serÌÁ candidato ÌÊ reeleiÌ¤Ì£o em outubro, com apoio de Cabral e discurso de continuidade da administraÌ¤Ì£o. Ele Ì© prÌ_ximo da presidente Dilma Rousseff, que tambÌ©m apoiarÌÁ no Rio de Janeiro a candidatura do senador petista Lindbergh Farias a governador. Apesar da insistÌ»ncia de Cabral, o PT rompeu a alianÌ¤a que mantinha com o PMDB e lanÌ¤ou Lindbergh como candidato prÌ_prio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AE NoticiÌÁrio,4 Abril 2014,ExÌ©rcito terÌÁ 850 homens por turno patrulhando a MarÌ©,,Marcelo Gomes,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,527 palavras,4-Apr-14,GERAL,,"Os becos e vielas do Complexo da MarÌ©, na zona norte do Rio, que seria ocupada a partir da madrugada deste sÌÁbado, 5, pelas ForÌ¤as Armadas, deverÌ£o ser patrulhadas por cerca de 850 militares por turno. O efetivo nas ruas serÌÁ quase 200% maior que os 300 policiais militares que atuavam por dia na regiÌ£o desde o Ì¼ltimo domingo. Isso porque a escala de trabalho das tropas federais Ì© diferente da PM. E o nÌ¼mero pode aumentar rapidamente, visto que outros 850 homens estarÌ£o permanentemente de prontidÌ£o para agir em caso de necessidade. No total, serÌ£o empregados 2.050 militares do ExÌ©rcito, 450 da Marinha e 200 policiais militares. As tropas do ExÌ©rcito e da Marinha comeÌ¤ariam a se movimentar, inclusive com blindados, no fim da noite desta sexta-feira, 4. Eles se reuniriam no antigo 4å¼ BatalhÌ£o de Infantaria Blindada (atual sede do Comando de OperaÌ¤Ìµes Especiais da PolÌ_cia Militar do Rio, na MarÌ©), e tambÌ©m no quartel do CPOR (Centro de PreparaÌ¤Ì£o de Oficiais da Reserva), na Avenida Brasil, onde serÌÁ montada a base da ForÌ¤a de PacificaÌ¤Ì£o da MarÌ©. No fim da manhÌ£, estÌÁ prevista a realizaÌ¤Ì£o de uma solenidade para simbolizar a troca do comando da ocupaÌ¤Ì£o entre a PM e as ForÌ¤as Armadas. A cerimÌ«nia serÌÁ na Vila do Pinheiro, onde no Ì¼ltimo domingo foram hasteadas as bandeiras do Brasil e do Estado do Rio, e onde foi montada a base do BatalhÌ£o de Choque da PM. Das 15 favelas da MarÌ© onde vigiarÌÁ a Garantia da Lei e da Ordem (GLO), que confere poder de polÌ_cia ÌÊs ForÌ¤as Armadas, a Marinha deve atuar nas cinco localizadas ÌÊ direita da pista sentido Ilha do FundÌ£o da Linha Amarela: Vila dos Pinheiros, Conjunto Pinheiros, Conjunto Novo Pinheiros (Salsa e Merengue), Vila do JoÌ£o e Conjunto EsperanÌ¤a. Com mais efetivo, o ExÌ©rcito ficarÌÁ responsÌÁvel pelo patrulhamento nas dez comunidades restantes, numa ÌÁrea bem maior. Protesto. As ForÌ¤as Armadas estÌ£o em alerta devido ao protesto contra a ocupaÌ¤Ì£o pela tropa da MarÌ© convocado pelas redes sociais para ter inÌ_cio ÌÊs 15h de hoje. AtÌ© o fim da tarde de ontem, a manifestaÌ¤Ì£o, intitulada ""MarÌ© resiste!"", tinha mais de 400 confirmaÌ¤Ìµes no Facebook.  Os militares jÌÁ foram informados do evento e orientados a ignorar eventuais provocaÌ¤Ìµes. ""Nossa maior preocupaÌ¤Ì£o Ì© evitar que o protesto acabe em confusÌ£o, o que reforÌ¤aria ainda mais o discurso contra a presenÌ¤a da tropa no local"", explicou um militar. Na justificativa para o evento, que serÌÁ realizada na Favela Parque UniÌ£o, os organizadores escreveram: ""No ano que marca os 50 anos do golpe militar de 1964, soldados e tanques das forÌ¤as armadas voltam a ocupar as ruas do Rio de Janeiro num espetÌÁculo midiÌÁtico sensacionalista. Dessa vez (novamente), as favelas sÌ£o o alvo, tratadas como fontes da violÌ»ncia e inimigas da cidade. As favelas sofrem hÌÁ dÌ©cadas com a incompetÌ»ncia e a negligÌ»ncia da gestÌ£o pÌ¼blica, ao mesmo tempo que abrigam a luta de um povo na superaÌ¤Ì£o das desigualdades sociais e pelo direito de ter direitos. Precisamos nos mobilizar, nos manifestar, e nÌ£o aceitar a criminalizaÌ¤Ì£o das favelas e a violaÌ¤Ì£o de direitos. Paz Ì© um direito que nÌ£o serÌÁ garantido com cada vez mais armas. Diga nÌ£o ÌÊ militarizaÌ¤Ì£o das favelas!"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,AE NoticiÌÁrio,3 Abril 2014,OperÌÁrios paralisam obras do Parque OlÌ_mpico no Rio,,Marcio Dolzan,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,169 palavras,3-Apr-14,ESPORTES,,"As obras do Parque OlÌ_mpico e da Vila OlÌ_mpica do Rio/2016 foram paralisadas nesta quinta-feira por conta de um protesto dos operÌÁrios que se iniciou logo no primeiro turno de trabalho, por volta das 6h. A causa da paralisaÌ¤Ì£o tem a ver com a remuneraÌ¤Ì£o paga aos mais de cinco mil trabalhadores. Em nota, a concessionÌÁria Rio Mais, responsÌÁvel por parte das obras, informou ""que cumpre a ConvenÌ¤Ì£o Coletiva dos Trabalhadores vigente"", e cita que jÌÁ houve acordo com o sindicato para os prÌ_ximos 12 meses. A concessionÌÁria informa ainda que os trabalhos serÌ£o retomados nesta sexta-feira. O Parque OlÌ_mpico estÌÁ sendo construÌ_do na regiÌ£o do antigo autÌ_dromo de JacarepaguÌÁ, na zona oeste, e vai abrigar as disputas de 15 modalidades olÌ_mpicas e 11 paralÌ_mpicas. De acordo com a Rio Mais, o protesto desta quinta-feira nÌ£o afetarÌÁ o andamento das obras. ""As horas de paralisaÌ¤Ì£o serÌ£o reprogramadas dentro do cronograma de produÌ¤Ì£o, de modo a nÌ£o impactar no prazo final de conclusÌ£o das obras"", conclui a concessionÌÁria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,AE NoticiÌÁrio,4 Abril 2014,Nova greve mantÌ©m obras paradas no Parque OlÌ_mpico,,Marcio Dolzan,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,239 palavras,4-Apr-14,ESPORTES,,"As obras de construÌ¤Ì£o do Parque OlÌ_mpico e da Vila OlÌ_mpica para os Jogos de 2016, que tiveram seus trabalhos paralisados na quinta-feira por conta de protestos dos operÌÁrios, seguem paradas nesta sexta. De acordo com a assessoria de imprensa da Rio Mais, concessionÌÁria responsÌÁvel pela execuÌ¤Ì£o de parte das obras, os operÌÁrios iniciaram o turno normalmente pela manhÌ£, para depois cruzarem os braÌ¤os. Em nota divulgada ÌÊ imprensa na quinta-feira, a concessionÌÁria afirmou que cumpre o acordo estabelecido com o sindicato que representa os trabalhadores, cuja convenÌ¤Ì£o salarial para os prÌ_ximos 12 meses jÌÁ foi acertada. Nesta sexta-feira, por intermÌ©dio de sua assessoria, a Rio Mais reiterou o conteÌ¼do do comunicado e disse que a paralisaÌ¤Ì£o se deve a conflito entre sindicatos. Ainda de acordo com a concessionÌÁria, 2.300 trabalhadores estÌ£o em greve - nÌ¼mero bem abaixo do divulgado pelos empregados, que chegaram a citar cinco mil funcionÌÁrios afastado de suas atividades. Na Ì¼ltima quinta, o protesto dos operÌÁrios se iniciou logo no primeiro turno de trabalho, por volta das 6 horas, sendo que horas mais tarde a Rio Mais informou que as atividades seriam retomadas nesta sexta, o que acabou nÌ£o se confirmando. O Parque OlÌ_mpico dos Jogos de 2016 estÌÁ sendo construÌ_do na regiÌ£o do antigo autÌ_dromo de JacarepaguÌÁ, na zona oeste da capital fluminense, e vai abrigar as disputas de 15 modalidades olÌ_mpicas e 11 paralÌ_mpicas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,AE NoticiÌÁrio,1 Abril 2014,"ComeÌ¤a, no Rio, campanha pela revisÌ£o da Lei de Anistia",,Thaise Constancio,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,610 palavras,1-Apr-14,POLÌTICA,,"A organizaÌ¤Ì£o da sociedade civil Anistia Internacional Brasil lanÌ¤ou nesta terÌ¤a-feira, 1, a campanha 50 Dias Contra Impunidade, na frente da CÌ¢mara de Vereadores, na CinelÌ¢ndia, no centro do Rio. O objetivo Ì© colher assinaturas para revisÌ£o da Lei de Anistia, de 1979, para que agentes de Estado que cometeram crimes durante a ditadura militar possam ser punidos. VoluntÌÁrios em outras cidades brasileiras como BrasÌ_lia, SÌ£o Paulo, GoiÌ¢nia (GO), BelÌ©m (PA), Dourados (MS) e Porto Alegre (RS) tambÌ©m se organizam para expandir a aÌ¤Ì£o pelo PaÌ_s. Quem passava pela CinelÌ¢ndia na manhÌ£ desta terÌ¤a, se deparava com 20 placas que representavam o escudo e a bota usados pelo ExÌ©rcito. Nelas estavam escritos fatos que marcaram a ditadura militar como ""1970: CriaÌ¤Ì£o do DOI-Codi e de outros centros de tortura"" e ""1981: Atentado do Riocentro"". Em todas, a frase ""DÌ» fim ÌÊ impunidade. Assine a petiÌ¤Ì£o: anistia.org.br"" completava a aÌ¤Ì£o. Durante quase dois meses, cidadÌ£os poderÌ£o assinar a petiÌ¤Ì£o online que apoia a revisÌ£o da Lei. ""NÌ£o estamos apresentando uma proposta de lei. Queremos mobilizar a sociedade e chamar a atenÌ¤Ì£o do Estado e do Legislativo para mostrar a importÌ¢ncia de romper com esse ciclo de impunidade e completar a transiÌ¤Ì£o para a democracia mandando uma mensagem clara para a sociedade e para o mundo de que crimes contra a humanidade cometidos por agentes do Estado durante a ditadura nÌ£o podem permanecer impunes"", afirmou o diretor da Anistia Internacional Brasil, Ìtila Roque. A campanha, lanÌ¤ada prioritariamente nas redes sociais para atingir os jovens, faz um paralelo entre os abusos no perÌ_odo da ditadura militar e na atualidade. Entre as peÌ¤as estÌ£o fotos do jornalista Vladimir Herzog, morto no DOI-Codi de SÌ£o Paulo, em 1975; da chacina da CandelÌÁria, quando policiais militares assassinaram meninos de rua no Rio, em 1993; e da auxiliar de serviÌ¤os gerais Claudia da Silva Ferreira, arrastada por cerca de 350 metros por um carro da polÌ_cia no Rio, em marÌ¤o de 2014. Venezuela. Um grupo com menos de dez venezuelanos aproveitou o ato da Anistia Internacional Brasil e protestou contra o governo do presidente NicolÌÁs Maduro. Eles pediam mais democracia no paÌ_s e se posicionaram na frente de uma escultura da praÌ¤a da CinelÌ¢ndia com os dizeres ""Libertas que sera tamen"", lema proposto por mineiros inconfidentes, no sÌ©culo XIX. Em menos de 45 dias, 40 pessoas, entre manifestantes e policiais, morreram no paÌ_s em protestos contra e a favor do governo. ""Queremos um governo que governe. Um governo que ajude as pessoas a ter alimentos, que garanta a seguranÌ¤a para as pessoas saÌ_rem na rua sem medo. Eles (o governo) controlam as empresas e nÌ£o produzem, mandam na polÌ_cia e nÌ£o temos seguranÌ¤a"", desabafou a venezuelana Deise Mateus, de 43 anos. No Brasil hÌÁ dois anos, ela disse que em seu paÌ_s natal, aÌ¤Ìµes como a da Anistia Internacional seriam proibidas. ""Eles (o governo) nÌ£o aceitam quem pensa diferente. Para eles, o povo Ì© sÌ_ quem pensa igual, mas somos todos venezuelanos"". Mesmo com a presenÌ¤a de representantes da UniÌ£o de NaÌ¤Ìµes Sul-Americanas (Unasul) no paÌ_s, ela tem poucas esperanÌ¤as de que alguma coisa mude. ""Na Unasul todos os paÌ_ses sÌ£o amigos do governo (de Maduro), nÌ£o do paÌ_s. Seria melhor que outro organismo mais independente, como a OrganizaÌ¤Ì£o dos Estados Americanos (OEA) ou a OrganizaÌ¤Ì£o das NaÌ¤Ìµes Unidas (ONU) fizessem esse trabalho jÌÁ que o presidente diz que nÌ£o tem nada a esconder"". Deise disse que nunca votou em Hugo ChÌÁvez porque ""ele tentou dar um golpe de estado e acho que nÌ£o era certo. NÌ£o me arrependo"". Ela esclareceu que nÌ£o defende um golpe de estado, mas que o paÌ_s seja mais democrÌÁtico.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,AE NoticiÌÁrio,2 Abril 2014,"Em crise, Botafogo joga pela vaga na Libertadores",,AE,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,253 palavras,2-Apr-14,ESPORTES,,"Com salÌÁrios atrasados e em clima de protesto no elenco, o Botafogo encara a UniÌ_n EspaÌ±ola nesta quarta-feira, a partir das 19h45, no MaracanÌ£, tentando garantir a classificaÌ¤Ì£o antecipada ÌÊs oitavas de final da Libertadores. Para tanto, basta uma vitÌ_ria simples diante do adversÌÁrio chileno. Mais do que a vaga nas oitavas de final da competiÌ¤Ì£o continental, uma vitÌ_ria garantirÌÁ ÌÊ equipe de General Severiano a primeira colocaÌ¤Ì£o de sua chave. LÌ_der do Grupo 2 com sete pontos, o time do tÌ©cnico Eduardo Hungaro abriria quatro pontos de vantagem sobre a prÌ_pria UniÌ_n EspaÌ±ola, que tem seis, e nÌ£o teria mais como ser alcanÌ¤ado por ninguÌ©m na Ì¼ltima rodada da fase de classificaÌ¤Ì£o - Independiente Del Valle (Equador) e San Lorenzo (Argentina) estÌ£o com os mesmos cinco pontos. Para a partida desta quarta-feira, o Botafogo nÌ£o poderÌÁ contar com trÌ»s titulares. Suspensos, o volante Gabriel, o lateral-direito Edilson e o atacante Ferreyra dÌ£o lugar a Bolatti, Lucas e Henrique. Mas o principal problema Ì© mesmo o clima de instabilidade vivido pelo clube por causa das dificuldades financeiras. No Ì¼ltimo treino antes da partida, os jogadores voltaram a protestar contra os salÌÁrios atrasados. Antes da atividade, eles ficaram sentados por cerca de 10 minutos no gramado, repetindo atitude tomada nos trabalhos de sÌÁbado e de segunda-feira. Apesar da crise interna, o elenco do Botafogo promete dedicaÌ¤Ì£o mÌÁxima para conseguir a vitÌ_ria sobre a UniÌ_n EspaÌ±ola e, com isso, garantir a vaga antecipada na Libertadores.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,AE NoticiÌÁrio,2 Abril 2014,Protesto fecha estaÌ¤Ì£o de MetrÌ« na zona sul do Rio,,Thaise Constancio,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,90 palavras,2-Apr-14,GERAL,,"Moradores do morro do Cantagalo, em Ipanema, zona sul do Rio, protestaram na manhÌ£ desta quarta-feira, 02, apÌ_s dois homens terem sido baleados na comunidade que possui uma Unidade de PolÌ_cia Pacificadora (UPP). Por causa da manifestaÌ¤Ì£o a concessionÌÁria MetrÌ«Rio fechou o acesso da Rua Teixeira de Freitas, na estaÌ¤Ì£o General OsÌ_rio, ÌÊs 9h, por cerca de 30 minutos. Ainda nÌ£o hÌÁ informaÌ¤Ìµes sobre as circunstÌ¢ncias nas quais os homens foram atingidos. Os dois foram levados para o Hospital Municipal Miguel Couto, no Leblon, tambÌ©m na zona sul.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,AE NoticiÌÁrio,2 Abril 2014,Moradores protestam apÌ_s dois serem baleados no Rio,,Thaise Constancio,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,219 palavras,2-Apr-14,GERAL,,"Dois homens foram baleados na localidade conhecida como beco do Mituca, no morro do Cantagalo, em Ipanema, zona sul do Rio, por volta das 7h30 desta quarta-feira, 02. Revoltados, os moradores da comunidade, que possui uma Unidade de PolÌ_cia Pacificadora (UPP), protestaram na rua Teixeira de Melo. Policiais cercaram o morro que segue com policiamento reforÌ¤ado por agentes do 23å¼ BatalhÌ£o (Leblon). Segundo a Coordenadoria de PolÌ_cia Pacificadora (CPP), o autor dos disparos fugiu. Os prÌ_prios moradores teriam chamado os agentes da UPP do PavÌ£o-PavÌ£ozinho/Cantagalo, que levaram os feridos para o Hospital Municipal Miguel Couto, no Leblon, zona sul. Por volta das 9h, moradores iniciaram um protesto, na rua Teixeira de Melo. Uma agÌ»ncia do Rio Poupa Tempo e o acesso a estaÌ¤Ì£o General OsÌ_rio fecharam por 30 minutos. Durante a manifestaÌ¤Ì£o, lixeiras, cones e entulho foram incendiados. Um homem foi detido por policiais da UPP e encaminhado para a 13å» Delegacia de PolÌ_cia (Ipanema). Ele Ì© acusado de incitar moradores a incendiarem lixeiras dentro da comunidade. Imagens do helicÌ_ptero da TV Globo mostram policiais armados nas entradas da comunidade em um confronto. Um agente chegou a lanÌ¤ar uma espÌ©cie de bomba na direÌ¤Ì£o da comunidade. Um homem revidou e lanÌ¤ou um objeto em chamas na direÌ¤Ì£o dos policiais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,AE NoticiÌÁrio,4 Abril 2014,Botafogo chega a acordo com elenco para quitar salÌÁrios,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Rio,FASTNEWS,Boletim de notÌ_cias,177 palavras,4-Apr-14,ESPORTES,,"A diretoria do Botafogo se reuniu com os jogadores nesta sexta-feira e prometeu pagar, atÌ© o fim da prÌ_xima semana, os vencimentos atrasados referentes ao mÌ»s de fevereiro. O clube carioca vive uma crise financeira e teve suas receitas bloqueadas pela justiÌ¤a por causa de dÌ_vidas trabalhistas. O acordo selado com os jogadores deve por fim ÌÊ sÌ©rie de protestos que os atletas vinham fazendo antes do inÌ_cio dos treinamentos. Apesar da insatisfaÌ¤Ì£o, o jovem zagueiro DÌ_ria garantiu que o relacionamento entre os dirigentes do clube e o elenco nÌ£o tem atritos e minimizou o problema. ""A relaÌ¤Ì£o com a diretoria Ì© boa. Esses problemas nÌ£o acontecem sÌ_ aqui, outros clubes tÌ»m dificuldades. Sempre vamos conversar e tentar acertar da melhor maneira possÌ_vel."" A promessa de pagamento veio em boa hora e deve dar um Ì¢nimo a mais para o time buscar a classificaÌ¤Ì£o para a prÌ_xima fase da Libertadores contra o San Lorenzo, marcada para prÌ_xima quarta-feira, na Argentina. O time carioca precisa de uma vitÌ_ria para garantir a vaga sem precisar de nenhum outro resultado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
