SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,BYLINE,LANGUAGE,COUNTRY,DATELINE,SP,STATE,JOURNAL-CODE,PUBLICATION-TYPE,LENGTH,LOAD-DATE,SECTION,SUBJECT,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Agence France Presse -- Portuguese,31-Mar-14,Integrante de grupo nacionalista ucraniano deixa 3 feridos ao abrir fogo em Kiev,,,PORTUGUESE; PORTUGUÌ_S,Ukraine,KIEV 31 Mar 2014,,,,Boletim de noticÌ_as,306 palavras,31-Mar-14,,SUBJECT:,"Uma troca de tiros provocada por um integrante do grupo radical nacionalista ucraniano Pravy Sektor deixou trÌ»s feridos nesta segunda-feira no centro de Kiev e aumentou ainda mais a tensÌ£o entre a polÌ_cia e esse movimento que esteve na linha de frente da contestaÌ¤Ì£o prÌ_-europeia, anunciou o ministro do Interior. Integrantes do movimento paramilitar se entrincheiraram com o autor dos tiros em um hotel que foi cercado pelas forÌ¤as de ordem. O atirador de rendeu depois de uma hora, mas as forÌ¤as de seguranÌ¤a mantiveram um forte esquema de seguranÌ¤a em torno do prÌ©dio, perto da PraÌ¤a da IndependÌ»ncia, palco dos protestos que derrubaram o presidente Viktor Yanukovytch, no fim de fevereiro. ""O hotel estÌÁ cercado pelas unidades do MinistÌ©rio do Interior. Nenhuma invasÌ£o estÌÁ prevista. No inÌ_cio da manhÌ£, os representantes do Pravy Sektor devem deixar o prÌ©dio, desarmados"", indicou o ministro do Interior, Arsen Avakov, no Facebook. Dois combatentes das forÌ¤as de autodefesa locais e o vice-presidente da administraÌ¤Ì£o da cidade de Kiev, Bogdan Dubass, ficaram feridos. O ministro do Interior explicou que integrantes do Pravy Sektor (Setor Direita) levaram o autor de disparos efetuados para o hotel Dnipro, onde eles tÌ»m uma base, antes da chegada da polÌ_cia. Um jornalista da AFP viu o local cercado por policiais e por homens das forÌ¤as de autodefesa da Maidan (movimento de defesa originado das manifestaÌ¤Ìµes contra o governo prÌ_-RÌ¼ssia). O Pravy Sektor, do qual o lÌ_der Dmytro Iaroch Ì© candidato ÌÊ PresidÌ»ncia, jÌÁ esteve no meio de uma confusÌ£o depois da morte, em 25 de marÌ¤o, de Olexander Muzitchko, chefe do movimento na UcrÌ¢nia ocidental, durante um confronto com policiais que tentavam prendÌ»-lo em Rivne. Ele era procurado por pertencimento ao crime organizado. A partir de entÌ£o, o movimento passou a exigir a renÌ¼ncia de Avakov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Agence France Presse -- Portuguese,1-Apr-14,BolÌ_via: confrontos entre mineiros e policiais deixam um morto e 40 feridos,,,PORTUGUESE; PORTUGUÌ_S,Bolivia,LA PAZ 01 Abr 2014,,,,Boletim de noticÌ_as,315 palavras,1-Apr-14,,SUBJECT:,"Um operÌÁrio morreu e outras 40 pessoas ficaram feridas nesta segunda-feira durante confrontos entre policiais e mineradores na BolÌ_via, no momento em que o Congresso discute uma nova legislaÌ¤Ì£o para o setor, informou o governo. ""Um cooperado mineiro da (empresa) Kami foi levado ao hospital, onde chegou sem vida. Lamentamos profundamente este caso de falecimento do irmÌ£o boliviano"", informou o ministro do Interior, Carlos Romero, sobre o confronto na localidade de Sayari, no centro do paÌ_s. ""Lamentavelmente, muitos policiais foram agredidos com dinamite"" em Sayari, onde estÌÁ a mina Kami, entre as cidades de Oruro, ao sul de La Paz, e Cochabamba, no centro da BolÌ_via. Segundo Romero, 15 pessoas foram internadas em hospitais da cidade de Cochabamba, sendo 13 policiais e dois mineiros. Em La Paz, 25 policiais receberam tratamento por ferimentos variados"". O diretor da mineradora Kami, VÌ_ctor Mamani, afirmou que ""hÌÁ dois mortos"" nos confrontos, versÌ£o nÌ£o confirmada pelo governo. Os mineradores rejeitam o projeto de Lei da MineraÌ¤Ì£o atualmente discutido no Parlamento, que lhes impede de firmar contratos de concessÌ£o com empresas privadas, nacionais ou estrangeiras. Segundo o projeto do governo, os mineradores privados poderÌ£o firmar acordos apenas com o Estado, sem a possibilidade de entregar suas ÌÁreas de exploraÌ¤Ì£o a terceiros. Os protestos comeÌ¤aram com o bloqueio de estradas nos departamentos andinos de La Paz, Oruro, Cochabamba e PotosÌ_. Romero destacou que a polÌ_cia nÌ£o utilizou armas letais e anunciou que o ministÌ©rio PÌ¼blico investigarÌÁ os incidentes. O lÌ_der da FederaÌ¤Ì£o de Cooperativas Mineiras da BolÌ_via (Fencomin), Alejandro Santos, atÌ© entÌ£o aliado do governo, ameaÌ¤ou o presidente boliviano: ""nÌ_s que levamos Evo Morales ÌÊ presidÌ»ncia tambÌ©m podemos tirÌÁ-lo de lÌÁ"". ""A mobilizaÌ¤Ì£o de todas as cooperativas a nÌ_vel nacional precisa ser massificada"", disse Santos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Agence France Presse -- Portuguese,1-Apr-14,Gazprom anuncia forte aumento do preÌ¤o do gÌÁs para a UcrÌ¢nia,,,PORTUGUESE; PORTUGUÌ_S,Russian Federation,MOSCOU 01 Abr 2014,,,,Boletim de noticÌ_as,211 palavras,1-Apr-14,,SUBJECT:,"A empresa Gazprom anunciou o fim do desconto concedido ao governo da UcrÌ¢nia sobre o preÌ¤o do gÌÁs antes do distanciamento do paÌ_s de Moscou, o que aumenta o preÌ¤o do combustÌ_vel em mais de um terÌ¤o. ""De acordo com o contrato vigente sobre o fornecimento do gÌÁs, o preÌ¤o para a UcrÌ¢nia ficarÌÁ no segundo trimestre em 385,5 dÌ_lares os mil metros cÌ¼bicos"", anunciou o presidente da empresa russa, Alexei Miller. ""Ao mesmo tempo, o preÌ¤o de trÌ¢nsito do gÌÁs russo atravÌ©s do territÌ_rio da UcrÌ¢nia aumenta a partir do segundo trimestre em 10%"", completou em um comunicado. ""A Gazprom pagarÌÁ este aumento da tarifa para o trÌ¢nsito e cumprirÌÁ na totalidade com suas obrigaÌ¤Ìµes contratuais"", afirmou Miller. A reduÌ¤Ì£o de mais de 100 dÌ_lares por cada 1.000 metros cÌ¼bicos havia sido concedida em dezembro do ano passado, durante uma visita a Moscou do entÌ£o presidente Viktor Yanukovytch, como parte de um grande plano de resgate concedido pela RÌ¼ssia para ajudar a UcrÌ¢nia. Yanukovytch enfrentou um movimento de protesto sem precedentes depois que, no fim de novembro, desistiu de assinar um acordo de associaÌ¤Ì£o com a UniÌ£o Europeia. Ele foi destituÌ_do em fevereiro e substituÌ_do por um presidente interino prÌ_-Ocidente. Desde entÌ£o, a RÌ¼ssia interrompeu o plano de ajuda a Kiev.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Agence France Presse -- Portuguese,1-Apr-14,Tribunal venezuelano confirma destituiÌ¤Ì£o de deputada opositora,,,PORTUGUESE; PORTUGUÌ_S,Venezuela,CARACAS 01 Abr 2014,,,,Boletim de noticÌ_as,390 palavras,1-Apr-14,,SUBJECT:,"O Tribunal Supremo de JustiÌ¤a (TSJ) da Venezuela confirmou na noite de segunda-feira a destituiÌ¤Ì£o da deputada opositora MarÌ_a Corina Machado, anunciada na semana passada pelo governo chavista, por ter atuado como representante alternativa do governo do PanamÌÁ na OEA. A representaÌ¤Ì£o de Machado na OEA ""constitui uma atividade incompatÌ_vel durante a vigÌ»ncia de sua funÌ¤Ì£o legislativa no perÌ_odo para o qual foi eleita"", afirma um comunicado da Sala Constitucional do TSJ. Na terÌ¤a-feira da semana passada, o presidente do Parlamento e nÌ¼mero dois do chavismo, Diosdado Cabello, anunciou que MarÌ_a Corina Machado perdeu o cargo de deputada por ter participado na reuniÌ£o da OrganizaÌ¤Ì£o dos Estados Americanos (OEA) como ""representante alternativa"" do governo panamenho. O TSJ considerou que ""a funÌ¤Ì£o diplomÌÁtica nÌ£o apenas vai contra a funÌ¤Ì£o legislativa para a qual foi previamente eleita, assim como estÌÁ em franca contradiÌ¤Ì£o com os deveres como venezuelana e como deputada na Assembleia Nacional"". A Sala Constitucional afirmou que ""a decisÌ£o Ì© baseada em uma anÌÁlise minuciosa"" dos artigos 191 e 197 da ConstituiÌ¤Ì£o, que afirma que os deputados ""nÌ£o podem aceitar ou exercer cargos pÌ¼blicos sem perder o mandato, exceto em atividade docentes, acadÌ»micas, acidentais ou assistenciais"" e ""estÌ£o obrigados a cumprir os deveres de dedicaÌ¤Ì£o exclusiva"". TambÌ©m cita o artigo 149, que estabelece que ""os funcionÌÁrios pÌ¼blicos nÌ£o poderÌ£o aceitar cargos, homenagens ou recompensas de governos estrangeiros sem a autorizaÌ¤Ì£o da Assembleia Nacional"". Machado, uma das grandes figuras da oposiÌ¤Ì£o radical venezuelana, considerou a medida uma perseguiÌ¤Ì£o polÌ_tica e anunciou que pretende comparecer ÌÊ Assembleia Nacional nesta terÌ¤a-feira. A opositora, uma engenheira de 46 anos que recebeu uma das maiores votaÌ¤Ìµes nas legislativas de 2010, afirma que um deputado por ser destituÌ_do em caso de ""morte, renÌ¼ncia, com um referendo revogatÌ_rio (do mandato) ou por uma sentenÌ¤a confirmada apÌ_s um primeiro julgamento no TSJ"", condiÌ¤Ìµes que nÌ£o aconteceram em seu caso. Machado Ì© uma das promotoras de 'La Salida', uma estratÌ©gia para forÌ¤ar a renÌ¼ncia do presidente NicolÌÁs Maduro com protestos nas ruas. As manifestaÌ¤Ìµes afetam o paÌ_s desde 4 de fevereiro e deixaram 39 mortos, mais de 560 feridos e 81 investigaÌ¤Ìµes abertas de violaÌ¤Ìµes dos direitos humanos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Agence France Presse -- Portuguese,1-Apr-14,Parlamento da UcrÌ¢nia aprova manobras com a Otan em seu territÌ_rio,,,PORTUGUESE; PORTUGUÌ_S,Ukraine,KIEV 01 Abr 2014,,,,Boletim de noticÌ_as,146 palavras,1-Apr-14,,SUBJECT:,"O Parlamento ucraniano aprovou nesta terÌ¤a-feira a organizaÌ¤Ì£o de manobras militares conjuntas com os paÌ_ses da Otan e da UniÌ£o Europeia (UE) entre maio e outubro em seu territÌ_rio, incluindo as ÌÁguas do mar Negro. O texto foi aprovado por 235 deputados, sem nenhum voto contrÌÁrio. ""Ìä uma boa oportunidade para desenvolver nossas ForÌ¤as Armadas"", disse o ministro da Defesa, Mikhailo Koval. Mais cedo, o Parlamento aprovou o desarmamento dos grupos paramilitares que participaram nos protestos contra o governo e que ainda controlam o centro de Kiev, um dia depois de um tiroteio provocado por um integrante do movimento de ultradireita Pravy Sektor na capital. O texto foi aprovado por 256 deputados e 47 optaram pela abstenÌ¤Ì£o. O desarmamento dos grupos radicais similares a milÌ_cias era solicitado pela RÌ¼ssia, que denuncia violaÌ¤Ìµes dos direitos dos cidadÌ£os de lÌ_ngua russa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Agence France Presse -- Portuguese,1-Apr-14,RÌ¼ssia pressiona a UcrÌ¢nia com aumento do preÌ¤o do gÌÁs,,,PORTUGUESE; PORTUGUÌ_S,Russian Federation,MOSCOU 01 Abr 2014,,,,Boletim de noticÌ_as,741 palavras,1-Apr-14,,SUBJECT:,"A empresa russa Gazprom anulou nesta terÌ¤a-feira o desconto vital do preÌ¤o do gÌÁs que concedia ÌÊ UcrÌ¢nia, que, ao mesmo tempo, aprovou a realizaÌ¤Ì£o de manobras militares com a Otan perto da regiÌ£o da Crimeia, anexada por Moscou. A Otan celebra uma reuniÌ£o ministerial em Bruxelas e um exercÌ_cio de vigilÌ¢ncia aÌ©rea dos paÌ_ses bÌÁlticos, que assim como a UcrÌ¢nia integravam a UniÌ£o SoviÌ©tica e estÌ£o preocupados com o que consideram  um novo expansionismo russo. A Gazprom havia concedido um desconto para o fornecimento de gÌÁs em dezembro ao governo do entÌ£o presidente prÌ_-Moscou Viktor Yanukovytch, que foi destituÌ_do em fevereiro pelo Parlamento e substituÌ_do por um governo prÌ_-Ocidente. O fim do desconto representa um aumento de mais de um terÌ¤o do preÌ¤o do gÌÁs, a 385,5 dÌ_lares os 1.000 metros cÌ¼bicos, anunciou o presidente da Gazprom, Alexei Miller. O aumento, que jÌÁ era esperado, agrava as perspectivas econÌ«micas da UcrÌ¢nia. O paÌ_s obteve um apoio de 14 a 18 bilhÌµes de dÌ_lares do Fundo MonetÌÁrio Internacional (FMI) para evitar um default (interrupÌ¤Ì£o dos pagamentos). Manobras com a Otan O Parlamento ucraniano aprovou a realizaÌ¤Ì£o de manobras militares conjuntas em seu territÌ_rio, entre maio e outubro, com os paÌ_ses da Otan. Os exercÌ_cios tambÌ©m acontecerÌ£o no Mar Negro, que banha a penÌ_nsula da Crimeia, anexada pela RÌ¼ssia apÌ_s um referendo (considerado ilegal pela comunidade internacional) organizado pela populaÌ¤Ì£o local, em sua maioria de origem e lÌ_ngua russa. ""Ìä uma boa oportunidade para desenvolver nossas ForÌ¤as Armadas"", disse o ministro da Defesa ucraniano, Mikhailo Koval. O ministro alemÌ£o das RelaÌ¤Ìµes Exteriores, Frank-Walter Steinmeier, se disse aberto a uma cooperaÌ¤Ì£o estreita entre UcrÌ¢nia e Otan, mas nÌ£o vislumbra ""a perspectiva de uma adesÌ£o"" de Kiev ÌÊ AlianÌ¤a AtlÌ¢ntica. A aprovaÌ¤Ì£o das manobras conjuntas coincide com uma reuniÌ£o dos 28 ministros das RelaÌ¤Ìµes Exteriores da Otan em Bruxelas, que deve examinar o reforÌ¤o da presenÌ¤a da AlianÌ¤a no leste da Europa e ratificar a suspensÌ£o da cooperaÌ¤Ì£o com Moscou pela anexaÌ¤Ì£o da Crimeia. Como advertÌ»ncia, a Otan organiza nesta terÌ¤a-feira em Vilnius um exercicio de vigilancia aÌ©rea dos paÌ_ses bÌÁlticos: LituÌ¢nia, LetÌ«nia e EstÌ«nia. Mais cedo, o Parlamento aprovou o desarmamento dos grupos paramilitares que participaram nos protestos contra o governo e que ainda controlam o centro de Kiev. A votaÌ¤Ì£o aconteceu um dia depois de um tiroteio provocado por um integrante do movimento de ultradireita Pravy Sektor na capital. Otan nÌ£o confirma retirada O secretÌÁrio-geral da Otan, Anders Fogh Rasmussen, nÌ£o confirmou nesta terÌ¤a-feira o inÌ_cio da retirada das tropas russas da fronteira com a UcrÌ¢nia, como anunciou na vÌ©spera o presidente russo Vladimir Putin. ""NÌ£o posso confirmar que a RÌ¼ssia estÌÁ retirando suas tropas. NÌ£o Ì© o que temos visto"", disse Rasmussen ao chegar ÌÊ sede da Otan em Bruxelas para uma reuniÌ£o de ministros das RelaÌ¤Ìµes Exteriores dos membros da AlianÌ¤a. ""Este deslocamento militar em massa nÌ£o pode de nenhuma maneira representar a 'desescalada' da situaÌ¤Ì£o, algo que todos queremos que aconteÌ¤a, e por isto continuaremos exigindo que a RÌ¼ssia retire suas tropas e inicie um diÌÁlogo construtivo com a UcrÌ¢nia"", completou Rasmussen. Na segunda-feira, Putin informou a chanceler alemÌ£ Angela Merkel que a RÌ¼ssia estava em um procedimento de retirada parcial das tropas da fronteira com a UcrÌ¢nia. O ministÌ©rio russo da Defesa anunciou no mesmo dia que o 15å¼ batalhÌ£o de infantaria motorizada do distrito militar do centro havia concluÌ_do as manobras na regiÌ£o de Kadamovski, perto da fronteira com a UcrÌ¢nia, e retornaria para a base em Samara. O governo dos Estados Unidos nÌ£o confirmou a movimentaÌ¤Ì£o, mas considerou que seria ""bem-vinda como uma etapa preliminar"", segundo o porta-voz do Departamento de Estado, Jen Psaki. ""Pedimos a RÌ¼ssia que acelere o processo"", completou. Uma fonte do governo americano disse que a RÌ¼ssia informou a Washington a decisÌ£o de retirar ""um batalhÌ£o das forÌ¤as mobilizadas nos arredores da UcrÌ¢nia"" para enviÌÁ-lo a seu quartel. ""Recordo que Ì© um batalhÌ£o de uma forÌ¤a de mais de sete brigadas"", disse. ""Ìä um gesto importante no sentido de uma retirada, mas hÌÁ uma enorme quantidade de forÌ¤as ao redor da UcrÌ¢nia, sem mencionar as que estÌ£o na Crimeia"", completou a fonte. A presenÌ¤a militar russa na fronteira com a UcrÌ¢nia despertou o temor de uma invasÌ£o do leste do paÌ_s, em grande parte de lÌ_ngua russa. bur-edy/fp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Agence France Presse -- Portuguese,1-Apr-14,Otan suspende cooperaÌ¤Ì£o civil e militar com a RÌ¼ssia,,,PORTUGUESE; PORTUGUÌ_S,Belgium,BRUXELAS 01 Abr 2014,,,,Boletim de noticÌ_as,804 palavras,1-Apr-14,,SUBJECT:,"A Otan suspendeu nesta terÌ¤a-feira sua cooperaÌ¤Ì£o civil e militar com a RÌ¼ssia, em resposta ÌÊ intervenÌ¤Ì£o na UcrÌ¢nia, mas mantÌ©m o diÌÁlogo polÌ_tico com Moscou por uma soluÌ¤Ì£o para a crise. AlÌ©m disso, o secretÌÁrio-geral da Otan, Anders Fogh Rasmussen, nÌ£o confirmou o inÌ_cio da retirada das tropas russas da fronteira com a UcrÌ¢nia, como havia anunciado na vÌ©spera o presidente russo, Vladimir Putin. Esse anÌ¼ncio oficializa uma decisÌ£o tomada em nÌ_vel de embaixadas em 5 de marÌ¤o. O secretÌÁrio-geral nÌ£o indicou quais seriam os programas de cooperaÌ¤Ì£o afetados, mas ressaltou que todos aqueles ligados ao AfeganistÌ£o ou ÌÊ luta contra o trÌÁfico de drogas nÌ£o sofreriam mudanÌ¤as. ""Acredito que os projetos de cooperaÌ¤Ì£o ligados ao AfeganistÌ£o, sobre as rotas de trÌ¢nsito ou os helicÌ_pteros, deverÌ£o prosseguir, porque nÌ_s temos um interesse comum em garantir o Ì»xito de nossa missÌ£o no AfeganistÌ£o"", afirmou. A Otan e a RÌ¼ssia tambÌ©m colaboram, com terceiros, na luta contra a pirataria no Oceano Ìndico e em programas contra o terrorismo. Reunidos em torno no americano John Kerry, os chefes da diplomacia quiseram demonstrar firmeza, sem, contudo, ""jogar lenha na fogueira"", porque ""nÌ£o se pode oferecer pretextos ÌÊ RÌ¼ssia para relanÌ¤ar a escalada"", resumiu um diplomata. A Otan tambÌ©m procura tranquilizar os membros mais preocupados com a atitude de Moscou, entre eles PolÌ«nia e os paÌ_ses bÌÁlticos, que pedem uma presenÌ¤a maior dos aliados. ""FicarÌ_amos satisfeitos com uma presenÌ¤a mais forte da Otan"", declarou o ministro polonÌ»s, Radek Sikorski. A AlianÌ¤a garante que estÌÁ pronta para ""adotar as medidas necessÌÁrias frente a qualquer ameaÌ¤a de agressÌ£o contra seus membros"", indicaram os ministros, sem entrar em detalhes sobre questÌµes operacionais. Por enquanto, a Otan mobilizou aviÌµes radar do tipo AWACS no espaÌ¤o aÌ©reo da PolÌ«nia e da RomÌ»nia. Os Estados Unidos enviaram caÌ¤as F-15 e F-16 ÌÊ PolÌ«nia e aos paÌ_ses bÌÁlticos. Ao mesmo tempo, mantÌ»m no Mar Negro o destrÌ_ier ""USS Truxtun"". ""Esses meios sÌ£o suficiente por enquanto"", assegurou uma autoridade militar. Manobras com a Otan ""NÌ£o Ì© preciso mobilizar tropas na fronteira com a RÌ¼ssia"", considerou o ministro holandÌ»s das RelaÌ¤Ìµes Exteriores, Frans Timmermans. Sobre o anÌ¼ncio da retirada das tropas russas, Rasmussen indicou: ""Infelizmente, nÌ£o posso confirmar que a RÌ¼ssia estÌÁ retirando suas tropas. NÌ£o Ì© o que temos visto"". ""Este deslocamento militar em massa nÌ£o pode de forma alguma ser considerado uma queda na tensÌ£o, algo que todos queremos que aconteÌ¤a. Por isso, continuaremos exigindo que a RÌ¼ssia retire suas tropas e inicie um diÌÁlogo construtivo com a UcrÌ¢nia"", completou Rasmussen. Os Estados Unidos jÌÁ haviam recebido com prudÌ»ncia na segunda-feira as afirmaÌ¤Ìµes do MinistÌ©rio russo da Defesa sobre a retirada de um batalhÌ£o da fronteira com a UcrÌ¢nia. Kerry ressaltou na noite desta terÌ¤a que Ì© preciso saudar o anÌ¼ncio russo, mas que a desmobilizaÌ¤Ì£o de tropas ""Ì© pequena em relaÌ¤Ì£o ao nÌ¼mero de soldados posicionados"". ""A questÌ£o Ì© saber agora o que vai acontecer"", acrescentou, enquanto os americanos avaliam em pelo menos 20.000 o nÌ¼mero de soldados presentes na fronteira leste da UcrÌ¢nia. A presenÌ¤a militar russa na fronteira com a UcrÌ¢nia desperta o temor de uma invasÌ£o do leste do paÌ_s, com uma grande comunidade de lÌ_ngua russa. Paralelamente, o Parlamento ucraniano aprovou a realizaÌ¤Ì£o de manobras militares conjuntas em seu territÌ_rio com os paÌ_ses da Otan, entre maio e outubro. Os exercÌ_cios tambÌ©m acontecerÌ£o no Mar Negro, que banha a penÌ_nsula da Crimeia, anexada pela RÌ¼ssia apÌ_s um referendo organizado pela populaÌ¤Ì£o local, em sua maioria de origem e lÌ_ngua russa. Grande parte da comunidade internacional considerou o processo ilegal. A instituiÌ¤Ì£o tambÌ©m aprovou o desarmamento dos grupos paramilitares que participaram dos protestos contra o governo e que ainda controlam o centro de Kiev. A votaÌ¤Ì£o aconteceu um dia depois de um tiroteio provocado por um integrante do movimento de ultradireita Pravy Sektor na capital. Neste contexto, a RÌ¼ssia continua a fazer pressÌ£o econÌ«mica sobre a UcrÌ¢nia. A empresa russa Gazprom anulou nesta terÌ¤a-feira o importante desconto do preÌ¤o do gÌÁs que concedia ao paÌ_s. A Gazprom havia concedido em dezembro uma reduÌ¤Ì£o no preÌ¤o do gÌÁs fornecido ao governo do entÌ£o presidente prÌ_-Moscou Viktor Yanukovytch, que foi destituÌ_do em fevereiro pelo Parlamento e substituÌ_do por um governo prÌ_-Ocidente. O fim do desconto representa um aumento de mais de um terÌ¤o no preÌ¤o do gÌÁs, que passarÌÁ a custar 385,5 dÌ_lares os 1.000 metros cÌ¼bicos, anunciou o presidente da Gazprom, Alexei Miller. O aumento, que jÌÁ era esperado, agrava as perspectivas econÌ«micas da UcrÌ¢nia. O paÌ_s recebeu uma ajuda de 14 a 18 bilhÌµes de dÌ_lares do Fundo MonetÌÁrio Internacional (FMI) para evitar uma quebra. bur-jri/jlb/sym/mr/dm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Agence France Presse -- Portuguese,2-Apr-14,Atentados contra a polÌ_cia no Cairo deixam um morto,,,PORTUGUESE; PORTUGUÌ_S,Egypt,CAIRO 02 Abr 2014,,,,Boletim de noticÌ_as,144 palavras,2-Apr-14,,SUBJECT:,"Um general morreu nesta quarta-feira no Cairo em atentados contra postos da polÌ_cia, anunciaram as forÌ¤as de seguranÌ¤a. Duas bombas explodiram quase ao mesmo tempo no centro da capital egÌ_pcia diante dos postos utilizados por policiais diante da Universidade do Cairo. A universidade Ì© o reduto dos protestos islamitas contra o governo instaurado pelo exÌ©rcito apÌ_s a destituiÌ¤Ì£o, em 3 de julho do ano passado, do Ì¼nico presidente eleito democraticamente na histÌ_ria do paÌ_s, Mohamed Mursi. Um general de brigada da polÌ_cia morreu nos ataques e cinco pessoas ficaram feridas, informou o ministÌ©rio do Interior. Outro general, conselheiro do ministÌ©rio, estÌÁ entre os feridos. ""Ouvi duas explosÌµes e saÌ_ da universidade. Vi o corpo de um homem vestido com roupas civis e um policial sangrando na perna"", contou Amr Adel, estudante da Faculdade de Engenharia. ht-se-gir/fp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Agence France Presse -- Portuguese,2-Apr-14,General morre em atentado contra a polÌ_cia no Cairo,,,PORTUGUESE; PORTUGUÌ_S,Egypt,CAIRO 02 Abr 2014,,,,Boletim de noticÌ_as,267 palavras,2-Apr-14,,SUBJECT:,"Um general da polÌ_cia morreu e outro ficou ferido nesta quarta-feira em atentados diante da Universidade do Cairo, informaram as forÌ¤as de seguranÌ¤a. A vÌ_tima fatal foi o general Tarek al-Mergawi, da polÌ_ci judicial do Cairo. Outro general, Abdel Rauf al-Serafi, conselheiro do ministro do Interior, assim como dois coronÌ©is e um tenente estÌ£o entre os cinco feridos do atentado. Duas bombas explodiram quase ao mesmo tempo no centro da capital egÌ_pcia diante dos postos utilizados por policiais em frente ÌÊ Universidade do Cairo. A universidade Ì© o reduto dos protestos islamitas contra o governo instaurado pelo exÌ©rcito apÌ_s a destituiÌ¤Ì£o, em 3 de julho do ano passado, do Ì¼nico presidente eleito democraticamente na histÌ_ria do paÌ_s, Mohamed Mursi. Pouco depois aconteceu uma terceira explosÌ£o, que nÌ£o provocou vÌ_timas, em um parque perto do campus universitÌÁrio, onde jornalistas e militares estavam concentrados depois das primeiras explosÌµes. ""Ouvi duas explosÌµes e saÌ_ da universidade. Vi o corpo de um homem vestido com roupas civis e um policial sangrando na perna"", contou Amr Adel, estudante da Faculdade de Engenharia. O campus Ì© o Ì¼ltimo reduto dos partidÌÁrios de Mursi. A cada dia os manifestantes favorÌÁveis ao presidente destituÌ_do organizam manifestaÌ¤Ìµes, reprimidas pela polÌ_cia com gÌÁs lacrimogÌ»neo e tiros. O atentado aconteceu poucos dias depois do marechal Abdel Fattah al-Sisi, ex-comandante das ForÌ¤as Armadas, que liderou o golpe de Estado contra Mursi e Ì© o verdadeiro homem forte do Egito, ter confirmado a candidatura para as eleiÌ¤Ìµes presidenciais de 26 e 27 de maio. ht-se-gir/fp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Agence France Presse -- Portuguese,2-Apr-14,"PetrÌ_leo fecha em queda, a US$ 99,62, em NY",,,PORTUGUESE; PORTUGUÌ_S,United States,NOVA YORK 02 Abr 2014,,,,Boletim de noticÌ_as,329 palavras,2-Apr-14,,SUBJECT:,"Os preÌ¤os do petrÌ_leo retrocederam levemente em Nova York nesta quarta-feira, em um mercado vacilante entre a possibilidade de uma recuperaÌ¤Ì£o da produÌ¤Ì£o na LÌ_bia e o anÌ¼ncio de uma diminuiÌ¤Ì£o inesperada das reservas de cru nos Estados Unidos. O barril do tipo ""light sweet"" (WTI) para entrega em maio caiu 12 centavos no New York Mercantile Exchange (Nymex) para se situar em US$ 99,62. O mercado recuou, porque ""temos a sensaÌ¤Ì£o de que as negociaÌ¤Ìµes polÌ_ticas na LÌ_bia podem, talvez, terminar com a reabertura de terminais petroleiros e uma alta importante das exportaÌ¤Ìµes"", afirmou Adela Khadir, corretora da SCS Commodities. ""NÌ£o hÌÁ nada oficial por enquanto, mas, segundo nossas fontes, o governo lÌ_bio confirmou a existÌ»ncia de conversas"", acrescentou. Desde o verÌ£o (boreal), o setor petroleiro lÌ_bio Ì© afetado por protestos que derrubaram a produÌ¤Ì£o. Em condiÌ¤Ìµes normais, Ì© estimada em 1,5 milhÌ£o de barris por dia. ""No caso do barril de Brent, passamos pela primeira vez desde novembro abaixo dos US$ 104"" durante a sessÌ£o, depois dessas informaÌ¤Ìµes, comentou a especialista. A queda de preÌ¤os se viu limitada pela baixa de reservas de cru nos Estados Unidos, enquanto o mercado esperava um aumento. As reservas de cru caÌ_ram 2,4 milhÌµes de barris, a 380,1 milhÌµes na semana que terminou em 28 de marÌ¤o. Os especialistas entrevistados pela agÌ»ncia Dow Jones Newswires esperavam um aumento de 700 mil barris. Essa queda pÌµe fim a uma sÌ©rie de dez semanas consecutivas de alta dessas reservas, durante as quais aumentaram 32 milhÌµes de barris. As reservas estÌ£o em baixa de 2% em relaÌ¤Ì£o ao mesmo perÌ_odo do ano passado. As reservas de produtos destilados aumentaram 600 mil barris, quando os analistas esperavam uma queda de 200 mil barris. As reservas de gasolina caÌ_ram 1,6 milhÌ£o de barris a 215,6 milhÌµes, acima do 1,2 milhÌ£o esperado pelos especialistas. Esse nÌ¼mero se deve, principalmente, pelo fechamento de um importante corredor de navegaÌ¤Ì£o no Texas, destacou Khadir.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
